lemma	pos	polarity_score	has_polarity	provenance
aquatus	adj	0	neutral	SILVER
aqueus	adj	0	neutral	SILVER
aquilus	adj	0	neutral	SILVER
archetypum	noun	0	neutral	SILVER
architecticus	adj	0	neutral	SILVER
architectonicus	adj	0	neutral	SILVER
ardalio	noun	0.5	positive	SILVER
argumentum	noun	0	neutral	SILVER
armamentum	noun	0	neutral	SILVER
armarium	noun	0	neutral	SILVER
arrabon	noun	0	neutral	SILVER
arrhabo	noun	0	neutral	SILVER
arrhabon	noun	0	neutral	SILVER
artifex	noun	0	neutral	SILVER
artificiom	noun	0	neutral	SILVER
artitus	adj	0	neutral	SILVER
artom	noun	0	neutral	SILVER
aruorsarius	noun	-1	negative	SILVER
as	noun	0	neutral	SILVER
asper	adj	-0.5	negative	SILVER
asperitas	noun	-0.5	negative	SILVER
aspredo	noun	-0.5	negative	SILVER
aspretum	noun	-0.5	negative	SILVER
aspritudo	noun	-0.5	negative	SILVER
asprus	adj	-0.5	negative	SILVER
assarius	adj	0	neutral	SILVER
assensio	noun	1	positive	SILVER
assentatio	noun	0.5	positive	SILVER
assiculus	noun	0	neutral	SILVER
astrologus	adj	0	neutral	SILVER
attrectatus	noun	0	neutral	SILVER
atuentor	noun	0	neutral	SILVER
auarus	adj	-1	negative	SILVER
auctionalis	adj	0	neutral	SILVER
auctionarius	adj	0	neutral	SILVER
audacia	noun	1	positive	SILVER
auditorialis	adj	0	neutral	SILVER
auditoriom	noun	0	neutral	SILVER
auena	noun	0	neutral	SILVER
augurium	noun	0.5	positive	SILVER
augustus	noun	1	positive	SILVER
aura	noun	1	positive	SILVER
aureatus	adj	0.5	positive	SILVER
aurum	noun	0.5	positive	SILVER
ausculom	noun	0	neutral	SILVER
austerus	adj	-0.5	negative	SILVER
autochthon	noun	0	neutral	SILVER
autumnus	noun	0	neutral	SILVER
autumpnus	noun	0	neutral	SILVER
axis	noun	0	neutral	SILVER
bagina	noun	0	neutral	SILVER
basium	noun	0	neutral	SILVER
battis	noun	0	neutral	SILVER
bellicus	adj	0	neutral	SILVER
bellom	noun	0	neutral	SILVER
beneficialis	adj	1	positive	SILVER
beneficiarius	adj	1	positive	SILVER
beneficiatus	noun	1	positive	SILVER
beneficientia	noun	1	positive	SILVER
beneficiom	noun	1	positive	SILVER
beneficus	adj	1	positive	SILVER
benificentia	noun	1	positive	SILVER
benificientia	noun	1	positive	SILVER
bibliotheca	noun	0	neutral	SILVER
bibliothece	noun	0	neutral	SILVER
bipartitio	noun	0	neutral	SILVER
bipedalium	noun	0	neutral	SILVER
bita	noun	0	neutral	SILVER
blattarius	adj	0	neutral	SILVER
blattea	noun	0	neutral	SILVER
blatteus	adj	0	neutral	SILVER
blattiarius	noun	0	neutral	SILVER
bonatus	adj	1	positive	SILVER
bonitas	noun	1	positive	SILVER
bonom	noun	1	positive	SILVER
bonus	noun	1	positive	SILVER
bybliothecarius	noun	0	neutral	SILVER
caelibatus	noun	0.5	positive	SILVER
caelicus	adj	0.5	positive	SILVER
caelom	noun	0.5	positive	SILVER
caena	noun	0	neutral	SILVER
caenosus	adj	-1	negative	SILVER
caeremonia	noun	0	neutral	SILVER
caerimonia	noun	0.5	positive	SILVER
caesar	noun	0.5	positive	SILVER
calcestrom	noun	0	neutral	SILVER
caligo	noun	-0.5	negative	SILVER
caloratus	adj	0	neutral	SILVER
calta	noun	0	neutral	SILVER
cambiom	noun	0	neutral	SILVER
campania	noun	0	neutral	SILVER
campus	noun	0	neutral	SILVER
camur	adj	0	neutral	SILVER
canabetum	noun	0	neutral	SILVER
cancer	noun	-1	negative	SILVER
cantus	noun	0	neutral	SILVER
capax	adj	0	neutral	SILVER
capha	noun	0	neutral	SILVER
capitale	noun	-1	negative	SILVER
capitatus	adj	0	neutral	SILVER
capito	noun	0	neutral	SILVER
captiuus	adj	-1	negative	SILVER
capud	noun	0	neutral	SILVER
careota	noun	0	neutral	SILVER
carnalis	adj	0	neutral	SILVER
carnarius	adj	0	neutral	SILVER
carnatus	adj	0	neutral	SILVER
carneus	adj	0	neutral	SILVER
caro	noun	0	neutral	SILVER
carus	adj	1	positive	SILVER
cassis	noun	0	neutral	SILVER
cassus	noun	0	neutral	SILVER
casualis	adj	0	neutral	SILVER
cauitio	noun	0.5	positive	SILVER
causalis	adj	0	neutral	SILVER
causarius	adj	0	neutral	SILVER
caussa	noun	0	neutral	SILVER
cautionalis	adj	0.5	positive	SILVER
ceiueis	noun	0.5	positive	SILVER
ceiuitas	noun	0.5	positive	SILVER
cellariarius	noun	0	neutral	SILVER
cellariom	noun	0	neutral	SILVER
censualis	adj	0	neutral	SILVER
centenus	adj	0	neutral	SILVER
certitas	noun	0.5	positive	SILVER
certitudo	noun	0.5	positive	SILVER
ceruicositas	noun	-0.5	negative	SILVER
chapa	noun	0	neutral	SILVER
character	noun	0	neutral	SILVER
charitas	noun	1	positive	SILVER
cheme	noun	0	neutral	SILVER
chorda	noun	1	positive	SILVER
cici	noun	0	neutral	SILVER
ciconea	noun	0	neutral	SILVER
circumitus	noun	0	neutral	SILVER
citocaciom	noun	0	neutral	SILVER
ciuicus	adj	0.5	positive	SILVER
ciuilitas	noun	0.5	positive	SILVER
claredo	noun	0.5	positive	SILVER
clarissimatus	noun	0.5	positive	SILVER
claritas	noun	0.5	positive	SILVER
claritudo	noun	0.5	positive	SILVER
clauditas	noun	-0.5	negative	SILVER
clepta	noun	-1	negative	SILVER
cliuos	noun	0	neutral	SILVER
cloaca	noun	0	neutral	SILVER
clodus	adj	-0.5	negative	SILVER
cludus	adj	-0.5	negative	SILVER
coccio	noun	0	neutral	SILVER
coccymelom	noun	0	neutral	SILVER
cocetum	noun	0	neutral	SILVER
coeles	adj	1	positive	SILVER
coelum	noun	0.5	positive	SILVER
coeptom	noun	0	neutral	SILVER
cognitio	noun	0.5	positive	SILVER
coiunx	noun	-0.5	negative	SILVER
collator	noun	0	neutral	SILVER
colligatio	noun	0	neutral	SILVER
colonus	noun	0	neutral	SILVER
color	noun	0	neutral	SILVER
colos	noun	0	neutral	SILVER
columbar	noun	0	neutral	SILVER
columbare	noun	0	neutral	SILVER
columbarius	adj	0	neutral	SILVER
comitas	noun	1	positive	SILVER
comitiae	noun	1	positive	SILVER
comitium	noun	0.5	positive	SILVER
commemoramentom	noun	0	neutral	SILVER
commoditas	noun	0.5	positive	SILVER
commoinis	adj	0	neutral	SILVER
communalis	adj	0	neutral	SILVER
communitas	noun	0	neutral	SILVER
comoedia	noun	0	neutral	SILVER
complementom	noun	0	neutral	SILVER
compressor	noun	-1	negative	SILVER
computator	noun	0	neutral	SILVER
conbustio	noun	0	neutral	SILVER
concordis	adj	1	positive	SILVER
concors	adj	1	positive	SILVER
condicio	noun	0	neutral	SILVER
conductom	noun	0	neutral	SILVER
confectoriom	noun	0	neutral	SILVER
coniom	noun	0	neutral	SILVER
coniugalis	adj	-0.5	negative	SILVER
coniunx	noun	-0.5	negative	SILVER
conmune	noun	0	neutral	SILVER
connubiom	noun	0.5	positive	SILVER
conpages	noun	0.5	positive	SILVER
conparatio	noun	0	neutral	SILVER
conpilatio	noun	-1	negative	SILVER
conplexus	noun	0	neutral	SILVER
conreptio	noun	-0.5	negative	SILVER
consanguineus	adj	0	neutral	SILVER
consiliarius	adj	0.5	positive	SILVER
consiliom	noun	0.5	positive	SILVER
consol	noun	0.5	positive	SILVER
consors	noun	1	positive	SILVER
consularis	adj	0.5	positive	SILVER
contumax	adj	-1	negative	SILVER
copiarius	noun	0.5	positive	SILVER
cops	adj	0.5	positive	SILVER
coquos	noun	0	neutral	SILVER
corporalis	adj	0	neutral	SILVER
corporeus	adj	0	neutral	SILVER
corpulentus	adj	-0.5	negative	SILVER
corruptio	noun	-1	negative	SILVER
corytos	noun	0	neutral	SILVER
cosmis	adj	1	positive	SILVER
cremiom	noun	0	neutral	SILVER
crepitacillom	noun	0	neutral	SILVER
criminalis	adj	-1	negative	SILVER
culpa	noun	-1	negative	SILVER
cunctus	adj	0	neutral	SILVER
cupidinarii	noun	-0.5	negative	SILVER
curia	noun	-1	negative	SILVER
cutis	noun	0	neutral	SILVER
debil	adj	-1	negative	SILVER
debilis	adj	-1	negative	SILVER
dedecus	noun	-1	negative	SILVER
defatigatio	noun	-1	negative	SILVER
deinus	adj	0.5	positive	SILVER
deitas	noun	0	neutral	SILVER
delictum	noun	-1	negative	SILVER
demens	adj	-1	negative	SILVER
depactio	noun	0	neutral	SILVER
deridiculom	noun	-1	negative	SILVER
destinatio	noun	-1	negative	SILVER
deuersoriom	noun	0	neutral	SILVER
dextra	noun	0	neutral	SILVER
dextrale	noun	0	neutral	SILVER
diabathrarius	noun	0	neutral	SILVER
diabathrom	noun	0	neutral	SILVER
diaes	noun	0	neutral	SILVER
dialis	adj	0	neutral	SILVER
diarium	noun	0	neutral	SILVER
dictum	noun	0	neutral	SILVER
difficultas	noun	-0.5	negative	SILVER
dignitas	noun	1	positive	SILVER
diligentia	noun	0.5	positive	SILVER
disciplina	noun	0	neutral	SILVER
discrimen	noun	-1	negative	SILVER
dissidiom	noun	-1	negative	SILVER
diuinitas	noun	0.5	positive	SILVER
diuitiae	noun	0.5	positive	SILVER
diurnus	adj	0	neutral	SILVER
diuus	adj	0	neutral	SILVER
docimen	noun	0	neutral	SILVER
docimentom	noun	0	neutral	SILVER
doctor	noun	0.5	positive	SILVER
doctrina	noun	0	neutral	SILVER
domesticus	adj	0	neutral	SILVER
dominatio	noun	0	neutral	SILVER
dramaticos	adj	0	neutral	SILVER
dubietas	noun	-0.5	negative	SILVER
ducalis	adj	0.5	positive	SILVER
duchissa	noun	0	neutral	SILVER
duenos	adj	1	positive	SILVER
dulcedo	noun	0.5	positive	SILVER
dulciarius	adj	0.5	positive	SILVER
dulcitas	noun	0.5	positive	SILVER
dulcitudo	noun	0.5	positive	SILVER
dunus	adj	1	positive	SILVER
duonus	adj	1	positive	SILVER
duplicaris	adj	0	neutral	SILVER
duplicarius	adj	0	neutral	SILVER
duritas	noun	-0.5	negative	SILVER
duritia	noun	-0.5	negative	SILVER
durities	noun	-0.5	negative	SILVER
duritudo	noun	-0.5	negative	SILVER
ebrius	adj	-0.5	negative	SILVER
ecfluxus	adj	0	neutral	SILVER
edera	noun	0	neutral	SILVER
editus	adj	0.5	positive	SILVER
efficax	adj	1	positive	SILVER
effigies	noun	0	neutral	SILVER
egregius	adj	0	neutral	SILVER
emissariom	noun	0	neutral	SILVER
epos	noun	0	neutral	SILVER
equitatus	adj	0	neutral	SILVER
eritudo	noun	0	neutral	SILVER
erro	noun	0	neutral	SILVER
erus	noun	0	neutral	SILVER
essentialis	adj	0	neutral	SILVER
etas	noun	0	neutral	SILVER
euentom	noun	0	neutral	SILVER
eugenius	adj	0.5	positive	SILVER
exagoge	noun	0	neutral	SILVER
excelsitas	noun	1	positive	SILVER
excidiom	noun	-1	negative	SILVER
excusatio	noun	0.5	positive	SILVER
exemplare	noun	0	neutral	SILVER
exemplum	noun	0	neutral	SILVER
exequialis	adj	-0.5	negative	SILVER
exercitualis	adj	0	neutral	SILVER
exiguitas	noun	0.5	positive	SILVER
exiguus	adj	0	neutral	SILVER
exilis	adj	0	neutral	SILVER
exilium	noun	-1	negative	SILVER
eximius	adj	1	positive	SILVER
exsecrabilis	adj	-1	negative	SILVER
exsemplar	noun	0	neutral	SILVER
exsemplare	noun	0	neutral	SILVER
exsequiae	noun	-0.5	negative	SILVER
exstremom	noun	0	neutral	SILVER
exsul	noun	-1	negative	SILVER
externus	adj	0	neutral	SILVER
exterus	adj	0	neutral	SILVER
extimom	noun	0	neutral	SILVER
extremitas	noun	0	neutral	SILVER
exularis	adj	-1	negative	SILVER
exuperantia	noun	0.5	positive	SILVER
faber	noun	0	neutral	SILVER
fabularis	adj	0	neutral	SILVER
facetus	adj	0	neutral	SILVER
facialia	noun	0	neutral	SILVER
facilitas	noun	0.5	positive	SILVER
facinus	noun	-1	negative	SILVER
factio	noun	0.5	positive	SILVER
factom	noun	-1	negative	SILVER
factum	noun	-1	negative	SILVER
facultas	noun	0.5	positive	SILVER
faeles	noun	0	neutral	SILVER
faetor	noun	-1	negative	SILVER
faex	noun	-1	negative	SILVER
falsilocus	adj	-1	negative	SILVER
falsiloquium	noun	-1	negative	SILVER
familiaris	noun	1	positive	SILVER
farmacopola	noun	0	neutral	SILVER
farraceus	adj	0	neutral	SILVER
farrarius	adj	0	neutral	SILVER
farratus	adj	0	neutral	SILVER
farreatus	adj	0	neutral	SILVER
farreus	adj	0	neutral	SILVER
farricus	adj	0	neutral	SILVER
fatalitas	noun	0	neutral	SILVER
fatibula	noun	0	neutral	SILVER
fatum	noun	0	neutral	SILVER
faustitas	noun	1	positive	SILVER
felicitas	noun	1	positive	SILVER
felixs	adj	1	positive	SILVER
femina	noun	0	neutral	SILVER
feminal	noun	-0.5	negative	SILVER
femineus	adj	-0.5	negative	SILVER
ferox	adj	-1	negative	SILVER
ferruginus	adj	0	neutral	SILVER
ferrugo	noun	0	neutral	SILVER
fidelitas	noun	1	positive	SILVER
fidis	noun	1	positive	SILVER
fiducia	noun	0.5	positive	SILVER
filietas	noun	0	neutral	SILVER
finalis	adj	0	neutral	SILVER
flagitiom	noun	-1	negative	SILVER
flagitium	noun	-1	negative	SILVER
flexibilis	adj	0	neutral	SILVER
fluctus	noun	0	neutral	SILVER
fluentum	noun	0	neutral	SILVER
focacius	adj	0	neutral	SILVER
focaris	adj	0	neutral	SILVER
focarius	adj	0	neutral	SILVER
foedus	adj	-1	negative	SILVER
foemina	noun	-0.5	negative	SILVER
forma	noun	1	positive	SILVER
formonsulus	adj	0.5	positive	SILVER
formosus	adj	1	positive	SILVER
fornacalis	adj	0	neutral	SILVER
fornacarius	adj	0	neutral	SILVER
fors	noun	0	neutral	SILVER
fortitas	noun	0.5	positive	SILVER
fortitudo	noun	0.5	positive	SILVER
fortuna	noun	0	neutral	SILVER
fortunatus	adj	1	positive	SILVER
fortuniom	noun	1	positive	SILVER
fostis	noun	-1	negative	SILVER
fraternus	adj	0	neutral	SILVER
fratrabilis	adj	0	neutral	SILVER
fratria	noun	0	neutral	SILVER
frugi	adj	1	positive	SILVER
frutex	noun	0	neutral	SILVER
fruticetom	noun	0	neutral	SILVER
fugium	noun	-0.5	negative	SILVER
fulchrom	noun	0	neutral	SILVER
fundus	noun	0	neutral	SILVER
furnaceus	adj	0	neutral	SILVER
furnax	noun	0	neutral	SILVER
furtiuus	adj	-1	negative	SILVER
furtom	noun	-1	negative	SILVER
futilitas	noun	-1	negative	SILVER
futtilis	adj	-1	negative	SILVER
gaudium	noun	1	positive	SILVER
generalis	adj	0	neutral	SILVER
genitalicii	noun	0	neutral	SILVER
genitus	noun	0	neutral	SILVER
genticus	adj	0.5	positive	SILVER
gentilis	adj	0.5	positive	SILVER
genuale	noun	0	neutral	SILVER
glomerarius	noun	0	neutral	SILVER
gloria	noun	0	neutral	SILVER
gnobilis	adj	1	positive	SILVER
gradus	noun	0	neutral	SILVER
grandis	adj	0	neutral	SILVER
grauedo	noun	-0.5	negative	SILVER
grauiditas	noun	0	neutral	SILVER
grauitas	noun	-0.5	negative	SILVER
grauitudo	noun	-0.5	negative	SILVER
gremiom	noun	0	neutral	SILVER
grossitas	noun	-0.5	negative	SILVER
grossitudo	noun	-0.5	negative	SILVER
hebetudo	noun	-0.5	negative	SILVER
hederaceus	adj	0	neutral	SILVER
hederatus	adj	0	neutral	SILVER
helluo	noun	0	neutral	SILVER
hemonus	adj	0	neutral	SILVER
hilaritas	noun	1	positive	SILVER
hinnuleus	noun	0	neutral	SILVER
hirsutus	adj	-0.5	negative	SILVER
hirtus	adj	-0.5	negative	SILVER
hispidus	adj	-0.5	negative	SILVER
homicidalis	adj	-1	negative	SILVER
homicidium	noun	-1	negative	SILVER
honestas	noun	1	positive	SILVER
honestitas	noun	1	positive	SILVER
honestitudo	noun	1	positive	SILVER
honustus	adj	-0.5	negative	SILVER
hosticus	adj	-1	negative	SILVER
hostilis	adj	-1	negative	SILVER
humanitas	noun	0	neutral	SILVER
idealis	adj	0	neutral	SILVER
igneus	adj	0	neutral	SILVER
igniarius	adj	0	neutral	SILVER
ignicans	adj	0	neutral	SILVER
ignobilis	adj	-1	negative	SILVER
ignobilitas	noun	-1	negative	SILVER
ignominia	noun	0	neutral	SILVER
ignorantia	noun	0	neutral	SILVER
illautus	adj	-0.5	negative	SILVER
illex	adj	-0.5	negative	SILVER
illocalis	adj	0	neutral	SILVER
imbonitas	noun	-1	negative	SILVER
immanis	adj	0	neutral	SILVER
immanitas	noun	-1	negative	SILVER
immediatus	adj	0	neutral	SILVER
immemoratio	noun	-0.5	negative	SILVER
immensus	adj	0	neutral	SILVER
immortalitas	noun	0.5	positive	SILVER
immunditas	noun	-1	negative	SILVER
immunditia	noun	-1	negative	SILVER
immundities	noun	-1	negative	SILVER
immundus	adj	-0.5	negative	SILVER
impar	adj	-0.5	negative	SILVER
imparitas	noun	-0.5	negative	SILVER
impassibilis	adj	-0.5	negative	SILVER
impeiriom	noun	0	neutral	SILVER
imperator	noun	0.5	positive	SILVER
imperfectio	noun	-0.5	negative	SILVER
imperiom	noun	0	neutral	SILVER
impersonalis	adj	0	neutral	SILVER
impius	adj	-1	negative	SILVER
implanus	adj	0	neutral	SILVER
improbitas	noun	-1	negative	SILVER
improcerus	adj	-0.5	negative	SILVER
improlis	adj	0	neutral	SILVER
improlus	adj	0	neutral	SILVER
improprietas	noun	0	neutral	SILVER
improprius	adj	0	neutral	SILVER
impuritas	noun	-1	negative	SILVER
impuritia	noun	-1	negative	SILVER
impurus	adj	-1	negative	SILVER
imputribilis	adj	1	positive	SILVER
inabstinentia	noun	-1	negative	SILVER
inaequalis	adj	-0.5	negative	SILVER
inaequus	adj	-0.5	negative	SILVER
inanimis	adj	-0.5	negative	SILVER
inanimus	adj	-0.5	negative	SILVER
inartificialis	adj	0	neutral	SILVER
inauarus	adj	1	positive	SILVER
incapax	adj	0	neutral	SILVER
incassus	adj	1	positive	SILVER
incertitudo	noun	-0.5	negative	SILVER
inciuilis	adj	-0.5	negative	SILVER
inciuilitas	noun	-0.5	negative	SILVER
inclarus	adj	-0.5	negative	SILVER
inclutus	adj	0.5	positive	SILVER
inclytus	adj	1	positive	SILVER
incolor	adj	0	neutral	SILVER
incolumis	adj	-0.5	negative	SILVER
incolumitas	noun	-0.5	negative	SILVER
incomis	adj	-1	negative	SILVER
incommodesticus	adj	-0.5	negative	SILVER
incommoditas	noun	-0.5	negative	SILVER
incommodus	adj	-0.5	negative	SILVER
incommunis	adj	0	neutral	SILVER
incongruitas	noun	-1	negative	SILVER
inconsonus	adj	-1	negative	SILVER
inconspicuus	adj	-1	negative	SILVER
incontumacia	noun	1	positive	SILVER
incorporalis	adj	0	neutral	SILVER
incorporeus	adj	0	neutral	SILVER
incorruptio	noun	1	positive	SILVER
incuria	noun	1	positive	SILVER
incuriosus	adj	0.5	positive	SILVER
indecor	adj	-1	negative	SILVER
indignitas	noun	-1	negative	SILVER
indignus	adj	-1	negative	SILVER
indolorius	adj	1	positive	SILVER
indubitabilis	adj	0.5	positive	SILVER
inefficax	adj	-1	negative	SILVER
inermis	adj	0	neutral	SILVER
inermus	adj	0	neutral	SILVER
iners	adj	0	neutral	SILVER
inertia	noun	0	neutral	SILVER
infans	adj	-0.5	negative	SILVER
infans	noun	0	neutral	SILVER
infaustus	adj	-1	negative	SILVER
infelicitas	noun	-1	negative	SILVER
infelix	adj	-1	negative	SILVER
infimitas	noun	0	neutral	SILVER
infimus	adj	0	neutral	SILVER
infinis	adj	0	neutral	SILVER
infinitas	noun	0	neutral	SILVER
inflabilis	adj	0	neutral	SILVER
inflexibilis	adj	0	neutral	SILVER
informis	adj	-1	negative	SILVER
infumus	adj	0	neutral	SILVER
ingenium	noun	0.5	positive	SILVER
ingenuitas	noun	0.5	positive	SILVER
ingenuos	adj	0.5	positive	SILVER
ingratia	noun	-1	negative	SILVER
ingratitudo	noun	-1	negative	SILVER
inhonestas	noun	-1	negative	SILVER
inhonoris	adj	-1	negative	SILVER
inhumanatus	adj	0	neutral	SILVER
inhumanitas	noun	0	neutral	SILVER
inhumanus	adj	0	neutral	SILVER
inimicus	noun	-1	negative	SILVER
iniocundus	adj	-1	negative	SILVER
iniquitas	noun	-1	negative	SILVER
iniucunditas	noun	-1	negative	SILVER
iniucundus	adj	-1	negative	SILVER
iniurius	adj	-0.5	negative	SILVER
iniustitia	noun	-1	negative	SILVER
iniustus	adj	-1	negative	SILVER
inlaetabilis	adj	-1	negative	SILVER
inlex	adj	-0.5	negative	SILVER
inmedicabilis	adj	-0.5	negative	SILVER
inmoderatus	adj	-1	negative	SILVER
inmortalis	adj	0.5	positive	SILVER
inmundus	adj	-1	negative	SILVER
innocens	adj	0.5	positive	SILVER
innocuos	adj	0.5	positive	SILVER
innominis	adj	0	neutral	SILVER
inordinalis	adj	-0.5	negative	SILVER
inormitas	noun	-0.5	negative	SILVER
inorus	adj	0	neutral	SILVER
inpar	adj	-0.5	negative	SILVER
inpassibilitas	noun	-0.5	negative	SILVER
inperialis	adj	0	neutral	SILVER
inprobulus	adj	-0.5	negative	SILVER
inprobus	adj	-1	negative	SILVER
inproprius	adj	0	neutral	SILVER
inpurus	adj	-1	negative	SILVER
inpuritas	noun	-1	negative	SILVER
inpuritia	noun	-1	negative	SILVER
inputatio	noun	-0.5	negative	SILVER
insanus	adj	-1	negative	SILVER
insapiens	adj	-1	negative	SILVER
insciens	adj	0	neutral	SILVER
inscientia	noun	0	neutral	SILVER
inscitia	noun	0	neutral	SILVER
inscitus	adj	0	neutral	SILVER
insecundus	adj	0	neutral	SILVER
insensualis	adj	-0.5	negative	SILVER
insensualitas	noun	-0.5	negative	SILVER
insigniarius	noun	0	neutral	SILVER
insignis	adj	0	neutral	SILVER
insignus	adj	0	neutral	SILVER
insincerus	adj	-0.5	negative	SILVER
insipientia	noun	-1	negative	SILVER
insolidus	adj	-0.5	negative	SILVER
insollers	adj	-1	negative	SILVER
insomnia	noun	-0.5	negative	SILVER
insomnietas	noun	-0.5	negative	SILVER
insomnitas	noun	-0.5	negative	SILVER
insomnium	noun	0.5	positive	SILVER
inspiritalis	adj	0	neutral	SILVER
instabilis	adj	-0.5	negative	SILVER
instabilitas	noun	-0.5	negative	SILVER
instructus	adj	0.5	positive	SILVER
insuauitas	noun	-1	negative	SILVER
insufficientia	noun	-1	negative	SILVER
integritas	noun	0.5	positive	SILVER
integritudo	noun	0.5	positive	SILVER
intellectualis	adj	0	neutral	SILVER
intemperans	adj	-1	negative	SILVER
intemporalis	adj	0	neutral	SILVER
interfector	noun	-1	negative	SILVER
interitus	noun	-1	negative	SILVER
interminis	adj	0	neutral	SILVER
interminus	adj	0	neutral	SILVER
internecio	noun	-1	negative	SILVER
intestinarius	adj	0	neutral	SILVER
intrectabilis	adj	0	neutral	SILVER
intutus	adj	-0.5	negative	SILVER
inualidus	adj	-1	negative	SILVER
inualitudo	noun	-1	negative	SILVER
inueitus	adj	-0.5	negative	SILVER
inueniabilis	adj	-1	negative	SILVER
inuenustus	adj	-1	negative	SILVER
inuerus	adj	-0.5	negative	SILVER
inueteratus	adj	0	neutral	SILVER
inuiolentus	adj	1	positive	SILVER
inuisibilis	adj	0	neutral	SILVER
inuisibilitas	noun	0	neutral	SILVER
inuitalis	adj	0	neutral	SILVER
inuius	adj	0	neutral	SILVER
inutilis	adj	-1	negative	SILVER
inutilitas	noun	-1	negative	SILVER
iocondus	adj	1	positive	SILVER
ioculus	noun	0.5	positive	SILVER
ioudex	noun	0.5	positive	SILVER
ioudiciom	noun	0.5	positive	SILVER
ious	noun	0.5	positive	SILVER
ira	noun	-1	negative	SILVER
irrationabilis	adj	-0.5	negative	SILVER
irreligio	noun	-1	negative	SILVER
irritamen	noun	0.5	positive	SILVER
itiner	noun	0	neutral	SILVER
itineralis	adj	0	neutral	SILVER
itinerarius	adj	0	neutral	SILVER
iucunditas	noun	1	positive	SILVER
iucunditudo	noun	1	positive	SILVER
iudicatus	noun	0.5	positive	SILVER
iudicialis	adj	0.5	positive	SILVER
iudiciarius	adj	0.5	positive	SILVER
iudiciom	noun	0.5	positive	SILVER
iustitia	noun	1	positive	SILVER
iustitiale	noun	-1	negative	SILVER
iustitiom	noun	-1	negative	SILVER
kausa	noun	0	neutral	SILVER
kaussa	noun	0	neutral	SILVER
labos	noun	-0.5	negative	SILVER
laccatus	adj	0	neutral	SILVER
laccus	noun	0	neutral	SILVER
laculatus	adj	0	neutral	SILVER
lacuna	noun	0	neutral	SILVER
laetitas	noun	1	positive	SILVER
laetitia	noun	1	positive	SILVER
laetities	noun	1	positive	SILVER
laetitudo	noun	1	positive	SILVER
laeuos	adj	-1	negative	SILVER
lanternarius	noun	0	neutral	SILVER
lardom	noun	0	neutral	SILVER
lasarpiciom	noun	0	neutral	SILVER
laserpiciarius	adj	0	neutral	SILVER
laserpiciatus	adj	0	neutral	SILVER
laterna	noun	0	neutral	SILVER
lecio	noun	0	neutral	SILVER
lecticarius	noun	0	neutral	SILVER
lectus	noun	0	neutral	SILVER
legalis	adj	0.5	positive	SILVER
legarium	noun	0.5	positive	SILVER
legionarius	adj	0	neutral	SILVER
leiber	adj	0.5	positive	SILVER
letum	noun	-1	negative	SILVER
leuidensis	adj	0	neutral	SILVER
leuitas	noun	0	neutral	SILVER
leuitudo	noun	0	neutral	SILVER
lexs	noun	0.5	positive	SILVER
libertas	noun	0.5	positive	SILVER
libertinus	noun	0.5	positive	SILVER
libertus	noun	0.5	positive	SILVER
libido	noun	-0.5	negative	SILVER
lienicus	adj	-1	negative	SILVER
lienis	noun	-1	negative	SILVER
limes	noun	0	neutral	SILVER
linteolom	noun	0	neutral	SILVER
liquaminarius	noun	0	neutral	SILVER
liquaminatus	adj	0	neutral	SILVER
litigatus	noun	-0.5	negative	SILVER
litigiom	noun	-0.5	negative	SILVER
littera	noun	0	neutral	SILVER
localis	adj	0	neutral	SILVER
locarius	adj	0	neutral	SILVER
longarius	adj	0	neutral	SILVER
longitia	noun	0	neutral	SILVER
longitudo	noun	0	neutral	SILVER
luctus	noun	-1	negative	SILVER
luculentas	noun	1	positive	SILVER
luculentia	noun	1	positive	SILVER
luculentitas	noun	1	positive	SILVER
luridatus	adj	-1	negative	SILVER
lympha	noun	0	neutral	SILVER
lymphatus	adj	-1	negative	SILVER
lyra	noun	0	neutral	SILVER
macister	noun	0.5	positive	SILVER
maeror	noun	-1	negative	SILVER
maestitia	noun	-1	negative	SILVER
magistralis	adj	0.5	positive	SILVER
magistratus	noun	0.5	positive	SILVER
magnalia	noun	0	neutral	SILVER
magnarii	noun	0	neutral	SILVER
magnarius	adj	0	neutral	SILVER
magnates	noun	0	neutral	SILVER
magnatus	noun	0	neutral	SILVER
magnificus	adj	0	neutral	SILVER
magnitas	noun	0	neutral	SILVER
magnities	noun	0	neutral	SILVER
magnitudo	noun	0	neutral	SILVER
maleficiom	noun	-1	negative	SILVER
maleficium	noun	-1	negative	SILVER
maleficus	adj	-1	negative	SILVER
maleuolentia	noun	-1	negative	SILVER
malitas	noun	-1	negative	SILVER
malitia	noun	-1	negative	SILVER
malities	noun	-1	negative	SILVER
malom	noun	-1	negative	SILVER
manica	noun	0	neutral	SILVER
manuale	noun	0	neutral	SILVER
manuarius	adj	0	neutral	SILVER
manuatus	adj	0	neutral	SILVER
marcha	noun	0	neutral	SILVER
marita	noun	-0.5	negative	SILVER
maritus	noun	0	neutral	SILVER
mas	noun	0	neutral	SILVER
materialis	adj	0	neutral	SILVER
materiarius	adj	0	neutral	SILVER
matratus	noun	0	neutral	SILVER
matrona	noun	-0.5	negative	SILVER
matronalis	adj	-0.5	negative	SILVER
matronatus	noun	-0.5	negative	SILVER
